390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 212, 212, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198
0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 212, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0
394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263
394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263
0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263
379, 0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 361, 0, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 272, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263, 263
379, 379, 0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 361, 361, 0, 305, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 300, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 272, 272, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 212, 212, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263, 263, 0
379, 379, 379, 0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 363, 363, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 361, 361, 361, 0, 305, 305, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 300, 300, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 272, 272, 0, 207, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263, 263, 0, 280
0, 379, 379, 379, 0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 0, 367, 367, 367, 367, 0, 368, 368, 368, 368, 368, 368, 368, 0, 0, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 361, 361, 361, 0, 305, 305, 305, 305, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 300, 300, 300, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 225, 0, 272, 272, 0, 207, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 0, 283, 283, 283, 283, 283, 0, 244, 244, 0, 262, 262, 262, 0, 242, 242, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263, 263, 0, 280, 280
330, 0, 379, 379, 379, 0, 394, 394, 0, 390, 390, 390, 390, 390, 390, 0, 352, 352, 352, 0, 364, 364, 364, 364, 0, 336, 336, 0, 348, 348, 348, 0, 367, 367, 367, 367, 0, 368, 368, 368, 368, 368, 368, 0, 370, 370, 370, 370, 370, 370, 370, 370, 0, 316, 316, 316, 0, 329, 329, 0, 334, 334, 0, 322, 322, 322, 0, 362, 362, 362, 0, 343, 343, 0, 376, 376, 376, 0, 389, 389, 0, 378, 378, 378, 0, 340, 340, 0, 361, 361, 361, 0, 332, 0, 305, 305, 305, 305, 305, 305, 0, 310, 310, 310, 310, 310, 310, 310, 0, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 294, 0, 300, 300, 300, 300, 300, 0, 291, 0, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 0, 225, 225, 0, 272, 272, 0, 207, 207, 207, 207, 207, 207, 207, 0, 200, 200, 200, 0, 283, 283, 283, 283, 0, 244, 244, 244, 0, 262, 262, 262, 0, 242, 242, 242, 242, 0, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 0, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 0, 247, 247, 247, 247, 0, 251, 251, 251, 251, 0, 232, 232, 232, 0, 266, 266, 266, 0, 220, 220, 0, 218, 218, 0, 230, 230, 0, 198, 198, 0, 263, 263, 263, 263, 0, 280, 280, 0
